Title,Summary,Company,Location,Salary
Data Scientist,"Deploy machine learning models at scale, writing production code in collaboration with machine learning platform engineers. As a Data Scientist You Will:....",Rover,"Seattle, WA",Not available
Staff Data Scientist,"In this role, you will contribute to the development and deployment of modern machine learning, operational research, semantic analysis, and statistical methods...",General Electric,"Seattle, WA 98101 (Downtown area)",Not available
Quantitative Research Analyst,"Programming experience, ideally including R, C++ and/or Python. Participate in all aspects of research and trading model development, including generating...",STEVENS CAPITAL MANAGEMENT,"Philadelphia, PA",Not available
"Senior Data Scientist, Data Sciences and Advanced Analytics-...","Strong working knowledge of data mining algorithms including supervised and unsupervised machine learning techniques including random forest, clustering, neural...",Johnson & Johnson Family of Companies,"New Brunswick, NJ",Not available
Senior Data Engineer - Advanced Analytics,"You’ll work with our Advanced Analytics team in Waltham, Massachusetts, at our Knowledge Center, alongside data scientists, tool developers, consultants and...",McKinsey & Company,"Boston, MA",Not available
Summer Internship 2019 / Statistics and Machine Learning Int...,"DSET is Abt’s full-service technology, data, and innovation partner, offering expertise across the entire spectrum of data — from the initial capture, to data...",Abt Associates,"Durham, NC",Not available
IoT Data Scientist - AWS Professional Services,"Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences....",Amazon.com,"Chicago, IL",Not available
Data Scientist,We're looking for a Data Scientist to join our Emerging Technologies Division. As our team's Data Scientist you will help us solve problems that matter by...,Courage Services,"Arlington, VA",Not available
Data Scientist,"PSG Data Scientists apply scientific computing, visualization, cognitive science, statistics, machine learning and other specialties on research projects....",Prime Solutions Group (PSG),"Goodyear, AZ",Not available
"Director, Machine Learning Data Scientist","Minimum of ten years of experience leading teams of at least ten data scientists, engineers, and other data & analytics professionals, including business...",KPMG,"Phoenix, AZ 85003 (Central City area)",Not available
eFX Quantitative Trader - Analyst,"Strong quantitative and statistical analysis skills, with experience of machine learning and generating algorithms within a financial services environment....",Deutsche Bank,"New York, NY",Not available
"senior data scientist, Supply Chain Advanced Analytics, SSC...","This position partners on a cross-functional team of data scientists, statisticians, and business analysts supporting strategic initiatives utilizing the latest...",Starbucks,"Seattle, WA 98133",Not available
"Power/Performance Data Scientist, Platform Architecture","Apply data analytics and machine learning to measured device perf/power data sets, and perform multi-variable sensitivity analysis....",Apple,"Santa Clara Valley, CA",Not available
Data Scientist,"Pandera prides itself in being a leader in the analytics field, creating an artful blend of analytics and product expertise to create beautiful, data-driven...",Pandera Systems,"Charlotte, NC",Not available
Data Scientist/Researcher (~25% profit sharing annually),Work within a cross-disciplinary team to research new applications of Machine Learning and Deep Learning analytics....,CACI,"Aurora, CO 80010 (Delmar Parkway area)",Not available
Machine Learning Intern,"More than 87,500 users stay ahead of global market trends, access extensive company and industry intelligence, and monitor performance with FactSet’s desktop...",FactSet Research Systems,"New York, NY 10016 (Gramercy area)",Not available
Intern – Computational and Statistical Genetics,Applies unsupervised and supervised machine learning and other advanced algorithms to extract novel biologically meaningful information....,Takeda Pharmaceutical,"San Diego, CA",Not available
Data Scientist - Operations,"At Stitch Fix, our mission is to define the future of retail by combining machine algorithms with human expertise....",Stitch Fix,"San Francisco, CA",Not available
HR Data Scientist,"You will manage intellectual repositories of analytics and research outcomes, establishing a foundation of analytics knowledge for the HR organization....",Eaton,"Cleveland, OH",Not available
Senior Data Scientist,You will serve as a mentor to other Data Scientists on the team and Analysts across the company by leading learning academies and serving as an available...,Zillow Group,"Seattle, WA 98101 (Downtown area)",Not available
Principal Data Scientist,Lead a team of data scientists to explore & process data from disparate sources and generate actionable insights and evaluate tools & cutting-edge AI/ML/DL...,Roku,"New York, NY",Not available
"Data Science and Machine Learning, 2019 Graduate Intern",The Aerospace Corporation is seeking a Data Science and Machine Learning Graduate Intern for an internship opportunity developing machine learning algorithms....,The Aerospace Corporation,"El Segundo, CA 90245",Not available
Principal Data Scientist - People Analytics for Workplace In...,"Leveraging approaches such as data mining, data warehousing, data visualization and data integration to develop key findings....",Fidelity Investments,"Merrimack, NH 03054",Not available
Research Intern - Inference Over Heterogeneous Graphs,Microsoft Research provides a dynamic environment for research careers with a network of world-class research labs led by globally-recognized scientists and...,Microsoft,"Redmond, WA",Not available
Data Management Scientist,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and...",Battelle,"Atlantic City, NJ 08401",Not available
"Data Scientist, Infrastructure Strategy, University Grad","Comfortable building simple models and data manipulation, dealing with datasets, graphing plots, and deriving conclusions from data....",Facebook,"Seattle, WA 98101 (Downtown area)",Not available
"Principal Data Scientist – Secureworks - Columbia, MD or Rem...","If you’re a data scientist with experience applying machine learning to challenging real-world problems, we need your help to push the boundaries of artificial...",DELL,"Columbia, MD",Not available
Statistical Data Analyst,"Design, develop, maintain and evaluate statistical and predictive models to identify historical trends and forecast future performance of credit losses, pre...",SchoolsFirst FCU,"Tustin, CA 92780",Not available
Business Intelligence Engineer- Prime,We harness insights from data to provide customers with relevant and enticing benefits in more than 15 countries....,Amazon.com,"Seattle, WA",Not available
Data Scientist - Fit Role,"Work in a strong, collaborative environment with business partners and other data scientists. Solve machine learning & computer vision problems around...",Stitch Fix,"San Francisco, CA",Not available
Data Scientist and Statistical Specialist,"Using standard statistical tools and vendor-provided analytics systems, the Data Scientist and Statistical Analyst will help to support campus stakeholders with...",University of Maryland Baltimore County,"umbc campus, MD",Not available
Senior Data Scientist,Senior Data Scientist. Well versed in a variety of theory and techniques in machine learning and data mining such as:....,Deloitte,"New York, NY 10004 (Financial District area)",Not available
"Junior Analyst, Research & Insights",The candidate will assist in developing campaign reports & client insights using proprietary & 3rd party vendor measurement and will also be responsible for...,Hearst Magazines,"New York, NY",Not available
Research Analyst - Electric Utility- North America - Waltham,"By collecting and analyzing data and information found in databases and/or other primary and secondary research tools, you will assemble the relevant fact base,...",McKinsey & Company,"Waltham, MA",Not available
Manager - Cognitive Data Scientist Natural Language Processi...,"Define, develop and prototype cognitive solutions for KPMG's business needs, such as Natural Language Processing (NLP), Linguistics, Advanced Semantic Design,...",KPMG,"Los Angeles, CA 90079",Not available
Data Scientist (Manager level),The Manager will play an integral role in helping the company achieve its ambition by ensuring that Newell Brands is leveraging scientific methods and analytics...,Newell Brands,"Atlanta, GA",Not available
Applied Scientist - Machine Learning,"Amazon's Finance Technology team is seeking a passionate, talented, and inventive Applied Scientist with a strong machine learning background to help build...",Amazon.com,"Seattle, WA",Not available
"Senior Data Scientist, Analytics/Advertising","Data science, data analysis, mining and analyzing data sets, statistical programming languages, Experience with Machine Learning, can manipulate paid search...",Staffing Statistics,"Greenwich, CT","$165,000 - $250,000 a year"
Senior Data Scientist,"As a Senior Data Scientist, you’ll lead projects that develop and perform complex analyses using Big Data technologies....",Verizon,"Branchburg, NJ 08876",Not available
Graduate Studies Program - Data Scientist,"As a Data Scientist Graduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision...",Central Intelligence Agency,"Washington, DC",$27.17 - $36.60 an hour
Senior Data Scientist,"Ability to effectively collaborate with other data scientists, analysts, software developers, and Machine Learning engineers....",The New York Times,"New York, NY 10036",Not available
"Data Scientist, Staff","Serve as technical and program lead of a program that blends image processing and deep learning, to be deployed on embedded GPUs....",Areté Associates,"Arlington, VA",Not available
Data Scientist,"Experience in hiring data scientists preferred. That combines massive petabyte scale traffic logs with data from various business systems supporting product,...",Cloudflare,"Austin, TX",Not available
R&D Analytical Technician,"Capable of learning & applying all lab techniques, and learn new technologies as it’s being implemented....",PepsiCo,"Valhalla, NY",Not available
"data scientist, Retail Operations & Workforce Management - S...","This position partners on a cross-functional team of data scientistis, decision scientists and data analysts supporting strategic initiatives utilizing the...",Starbucks,"Seattle, WA",Not available
Machine Learning Researcher,You will be working alongside other scientists who have a strong desire for machine learning. We have partnered up with a world-class AI driven company in San...,Lennon Wright Associates,"San Francisco, CA","$160,000 - $240,000 a year"
"Senior Data Scientist, Gigafactory 1",The Manufacturing Scientist also trains others to improve the sophistication and effectiveness of their scientific investigations within the organization....,Tesla,"Sparks, NV",Not available
Principal Data Scientist,"Develop, test, implement and refine advanced analytics methods across available clinical study and real-world data to improve our ability to identify, select...",AstraZeneca,Maryland,Not available
"Applied Scientist, Zestimate - Intern",Collaborate with other Applied Scientists and Machine Learning Engineers to conduct cutting-edge applied research contributing to Zestimate related products....,Zillow Group,"Seattle, WA 98101 (Downtown area)",Not available
Machine Learning Privacy Researcher - Core ML,"Furthermore, you are expected to contribute towards the ever growing machine learning efforts at Apple, such as unsupervised feature learning, deep learning,...",Apple,"Santa Clara Valley, CA",Not available
Analytics Expert - Ingenuity,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)...",McKinsey & Company,"Waltham, MA",Not available
Data Scientist-Pricing,"Ability to manage large and complex data projects, and maintain code and data on ongoing basis. Deep coding and database expertise (e.g., high level of R and...",Invesco,United States,Not available
Labs - Data Scientist - Consultant,"Understand, communicate, and manage the end-to-end lifecycle of analytics on a given project. Balance deep involvement in technical solution development with...",Oliver Wyman,"New York, NY 10036",Not available
Quantitative Research Analyst,"Demonstrated skills in applying techniques from econometrics, statistics, and/or machine / deep learning to large, high-dimensional structured and unstructured...",Ford Motor Company,"Dearborn, MI 48126",Not available
"Research Analyst, Amazon Studios Consumer Insights",Be comfortable tapping into third party syndicated data sets when necessary. Amazon Studios has a culture of data-driven decision-making and demands insights...,Amazon.com,"Santa Monica, CA",Not available
"Data Scientist, Risk","Experience developing and deploying machine learning / deep learning solutions. As a Senior Data Scientist at Square working on Risk, you will lead projects...",Square,"San Francisco, CA 94103 (South Of Market area)",Not available
Data Science Director,"Develop, test, implement and refine advanced analytics methods across available clinical study and real-world data to improve our ability to identify, select...",AstraZeneca,Maryland,Not available
Principal Data Scientist,"Identifies meaningful insights from large data and metadata sources; Principal Data Scientist-1800183N. Data science and analysis, distributed data processing,...",Oracle,"New York, NY",Not available
"Staff Data Scientist - Technology - New York, NY",A Staff Data Scientist for Market Regulation Technology will support the establishment of data science and machine learning best practices as FINRA moves to...,Finra,"New York, NY 10005 (Financial District area)",Not available
Senior Data Scientist,"Leveraging internal and external data sources, Senior Data Scientists are expected to produce market, client, or product-oriented forward-looking insights that...",IBM,"New York, NY 10002 (Lower East Side area)",Not available
Data Scientist - Client Demand Forecasting,"At Stitch Fix, our data science team leverages machines together with expert-human judgment to generate innovative recommendations and insights that innovate...",Stitch Fix,"San Francisco, CA",Not available
2019 Summer Intern: Data Scientist,Predictive model/ machine learning/ data science/ analytics are most important skills. Data science and analytics....,Spectrum,"Greenwood Village, CO",Not available
Data Scientist (Machine Learning),"Familiar with R programming, can use R to create analysis programs using linear regression, pattern recognition, machine learning methods....","Retail Solutions, Inc.","Mountain View, CA 94043",Not available
Data Scientist Jr.,"Assist Data Scientists in developing data products that contain dynamic data visualizations to present findings, data explorers that allow users to explore and...",Optimal Solutions Group,"College Park, MD",Not available
Data Visualization Engineer,"Dive into Zillow's internal and third party data (think Hive, Presto, SQL Server, Python, R, Tableau) to develop solutions that will help move the business...",Zillow Group,"Seattle, WA 98101 (Downtown area)",Not available
Senior Data Scientist,"Scientific or quantitative computing experience (Python, R, Spark). A deep understanding of machine learning algorithms and statistics....",iHeartRadio,"New York, NY",Not available
"Data Engineering Manager, Analytics (Instagram)","Manage data warehouse plans across a product vertical. Build cross-functional relationships with Data Scientists, Product Managers and Software Engineers to...",Facebook,"New York, NY 10017 (Midtown area)",Not available
"Research Engineer/Applied Scientist, Salesforce Research (En...","Deep learning, machine learning, natural language processing, or computer vision, with applications such as:. Experience in GPU programming, data visualization,...",Salesforce,"Palo Alto, CA",Not available
Data Scientist,3 years of experience in data mining and statistical analysis. Insights from data to solve business problems....,The Home Depot,"Atlanta, GA",Not available
Data Scientist,"The Data Science team’s mission is to harness the power of Vevo’s data to provide better experiences for Vevo’s end users, advertisers, artist & label partners,...",Not available,"San Francisco, CA",Not available
Data Scientist (Masters-Level),Collaborate and consult with data scientists and subject-area experts on statistics and data analytics problems....,Lubrizol Corporation,"Cleveland, OH",Not available
Data Science Intern - Search Engine Marketing,"Our Data Scientists are massively important in the defining and refining our strategies. Working towards a Bachelor’s, Master’s, or Doctorate Degree in Computer...",TripAdvisor,"Needham, MA 02494",Not available
Data Scientist - You Make Data Sing,"Ultimately, we need someone who knows their way around data modeling, information extraction, time series forecasting, machine learning algorithms, statistical...",NT Concepts,"Vienna, VA 22182",Not available
Data Scientist Intern (PhD Students) - Summer 2019,"Enrolled in PhD program such as statistics, data analytics, machine learning. Mining complex data for critical formulating or testing insights....",Lubrizol Corporation,"Wickliffe, OH 44092",Not available
"Sr. Director, Data Science (HCE)",Lead the global Industrial Analytics Data Science organization and ensure integration with the global Industrial Analytics Data Engineering organization to...,Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)",Not available
"Data Scientist, Growth & Analytics","The Data Scientist Analytics role has work across the following four areas:. Apply your expertise in quantitative analysis, data mining, and the presentation of...",Facebook,"Seattle, WA 98101 (Downtown area)",Not available
Data Scientist,"Responsibilities for Data Scientist. Do you want to join Ericsson’s global team of Data Scientists pushing the technology frontiers to automate, simplify and...",Ericsson,"Plano, TX",Not available
Data Scientists/Digital Analyst,"This includes the use of new cutting-edge technologies related to artificial intelligence, machine learning and advanced analytics. Data Privacy Laws....",DuPont,"Sunnyvale, CA 94085",Not available
Statistical Data Associate,"Perform data entry. Backed by more than 650 scientists, our comprehensive, integrated portfolio employs the latest technology and platforms to provide chemistry...",Charles River Laboratories,"Morrisville, NC 27560",Not available
2019 PhD Data Scientist Internship - Maps,"Work with your mentor closely to scope a project, define the problem, and develop and prototype the solution....",Uber,"San Francisco, CA 94103 (South Of Market area)",Not available
Machine Learning Algorithms,Demonstrable experience with Machine Learning and Deep Neural Networks. The Data Science team for Bose's Consumer Electronics business is looking for an expert...,Bose,"Framingham, MA 01701",Not available
"Director, Data Science- Strategic Model Development",Collaborate with broader data science team and support the development of tools and technologies to enhance department’s modeling capabilities along with...,Liberty Mutual,"Boston, MA 02116 (South End area)","$128,000 - $150,000 a year"
Business Intelligence Engineer - Prime Decision Sciences,We harness insights from data to provide customers with relevant and enticing benefits in more than 15 countries....,Amazon.com,"Seattle, WA",Not available
Research/ Sr. Research Scientist,Research Scientist position. Colgate-Palmolive invites applications for a Research Scientist /Sr. Develop test methods and demos to advance project objectives....,Colgate-Palmolive,"Piscataway, NJ 08854",Not available
"Data Scientist, Machine Learning","As a Data Scientist on the team, you will apply your strong background in ML, statistics and data engineering to devise new ways to combine machine and human...",Lab126,"Seattle, WA",Not available
Analytics Advisor,The Analytics Scientist/Consultant will assist the Director of Clinical analytics in the analysis of large complex healthcare data sets to discover hidden...,Hackensack University Med Cntr,"Hackensack, NJ",Not available
Data Scientist 4,"They will work on data sets from various sources and focus on solving applied problems using Natural Language Processing, Text Mining, Data Mining & Machine...",CSI Interfusion Inc,"Bellevue, WA",Not available
Senior Data Scientist - AI,The AI@EY Team is looking for a Machine Learning Engineer with a background in machine learning (ML) and deep learning (DL) technologies to help design and...,EY,"San Francisco, CA",Not available
"Insights Researcher, Research and Development",Are you looking for a career that blends your scientific acumen and your deep passion for games? Your scientific skillset coupled with your audience insight...,Riot Games,"Los Angeles, CA 90064",Not available
Senior Data Scientist,"Identifies meaningful insights from large data and metadata sources; Senior Data Scientist-180018C3. Data science and analysis, distributed data processing, bot...",Oracle,"New York, NY",Not available
"Specialist SA, Machine Learning/AI Services","Frameworks and Infrastructure with tools like Apache MxNet and TensorFlow, 2) Machine Learning Platforms such as Amazon SageMaker for data scientists and 3) API...",Amazon.com,"New York, NY",Not available
Data Scientist I,"Additionally, research oriented experience and approaches, statistical competence, experience in population health management techniques and methods, and data...",Cardinal Innovations Healthcare Solutions,"Charlotte, NC 28203 (Dilworth area)",Not available
Data Scientist I,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;...",USAA,"San Antonio, TX 78249",Not available
Data Science and Analytics Lead,"The data and analytics team consists of data architects, data scientists, data management and data quality practitioners....",Sapient,"New York, NY",Not available
Computational Protein Engineer / Data Scientist Intern,The Data Science Analytics Team is seeking a motivated Computational Protein Engineer / Data Scientist Intern....,MONSANTO,"St. Louis, MO",Not available
"Director of Architecture, Data and Analytics","Experience in working with data scientists, advanced and predictive analytics is a plus. Exposure to Python and R, along with Data Science and Machine Learning...",Fidelity Investments,"Durham, NC 27709",Not available
Scientist Host-Microbe Research,"Subject to further legal review and statutory or regulatory clarification, which Pfizer intends to pursue, reimbursement of recruiting expenses for licensed...",Pfizer Inc.,"Cambridge, MA",Not available
"Data Scientist, Product analytics",Proven track record in solving business problems through fact based and scientific analytics Excellent technical skills - including the ability to query...,eBay Inc.,"San Francisco, CA",Not available
"Data Scientist, Growth On-boarding",Twitter data scientists craft increasingly sophisticated models of users and content. The Analytics team’s mission is to empower product and business through...,Twitter,"San Francisco, CA 94103 (South Of Market area)",Not available
Human Augmented Sensing - Bell Labs,"Apply expertise in computing sciences and its fundamental tools to business problems in emerging data science, such as data analytics....",NOKIA,"Murray Hill, NJ",Not available
Data Science Director,Build and mentor a team of Data Scientists and Data Engineers. Partner with IT to design and develop a scalable data analytics platform for model development...,New York Life Insurance Co,"New York, NY",Not available
Research Analyst Intern (Investment Management),"Description Research Analyst Intern (Vulcan Capital) Paid Summer Internship – Seattle, WA Vulcan Capital is the multi-billion dollar investment arm of the...",Vulcan Inc.,"Seattle, WA 98104 (First Hill area)",Not available
Big Data Engineer Intern,Collaborate with data scientists to design and develop processes to further business unit and company-wide data science initiatives....,Grubhub,"New York, NY",Not available
Data Scientist,"Masters/PhD Degree preferred, in a quantitative field, and industry experience as a data scientist. As a Data Scientist it will be your responsibility to...",Dotdash,"New York, NY",Not available
Vice President Data and Insights,"Use your advanced and web analytics backgrounds in R/SAS, Python, SQL, Adobe Analytics and knowledge of DMPs/DSPs to aggregate and integrate multi-channel data...",Suzy,"New York, NY",Not available
Data Scientist - Own All Our Big Data Initiatives,"You will drive key business decisions through data mining, analysis, and visualization. Alamo Drafthouse Cinema is building a new business intelligence and data...",Alamo Drafthouse Cinemas,"Austin, TX 78701 (Downtown area)",Not available
Data Operations Analyst,"In this role, you will support the data requirements of the Data Scientists who are using analytics to achieve business outcomes including insights to...",Ford Motor Company,"Dearborn, MI 48126",Not available
Summer 2019 Technology Graduate Student Intern (Artificial I...,"Experience with scientific libraries such as NumPy, Scikit-learn, Pandas, and deep learning frameworks like TensorFlow, PyTorch, and Keras....","Williams-Sonoma, Inc.","San Francisco, CA 94133 (Russian Hill area)",Not available
Data Scientist,Develop and manage an organized request process for test designs and back-end analytics. 4 Manage all data and technical aspects of the APT vendor relationship....,BB&T,"Winston-Salem, NC",Not available
Data Scientist (EFT Analytics),"Use industry technologies, tools, and data mining frameworks for data analytics including data visualization for analyzing, optimizing, developing hypotheses,...",KOCH MINERALS,"New York, NY",Not available
Data Scientist - Statistics,"Data Scientist, Statistics. Experience working with Big Data Analytics (e.g. Familiarity with categorical data modeling experience with SQL querying....",comScore,"Reston, VA",Not available
Junior Data Scientist,"The junior data scientist role will use data to help us better understand who our clients are, how they engage with our products and services and how we can...",Interactive Brokers,"New York, NY",Not available
SAP Leonardo Machine Learning Consultant / Data Scientist -...,"SAP is currently expanding a team that provides latest machine learning technology services to customers, helping them to improve their business results based...",SAP,"Newtown Square, PA 19073",Not available
Senior Machine Learning Engineer - REMOTE (in continental US...,Passion for machine learning and deep learning. We’re seeking a Senior Machine Learning Engineer to join us in building our predictive models and our data...,Knock,"Boston, MA","$120,000 - $150,000 a year"
Data Scientist Principal,"Determines the appropriate analytics based on the data and the desired outcomes, using techniques including feature detection, statistics, data mining,...",Digital Age Analytics,"Quantico, VA",Not available
"Researcher - Human-Computer Interaction, Graphics, and Mixed...",Microsoft Research provides a dynamic environment for research careers with a network of world-class research labs led by globally-recognized scientists and...,Microsoft,"Redmond, WA",Not available
"Associate Data Scientist, Advanced Analytics","1-3 years of practical experience with data mining and analytics, database structure and ETL, predictive modeling, machine learning, and statistical programming...",Inspire Brands,"Atlanta, GA",Not available
"Senior Data Analyst, Life Sciences","Use SQL (primarily), and SAS, R or other data programming languages to extract and perform analytical programming on clinical and claims healthcare data from...",UnitedHealth Group,"Boston, MA 02298 (Central area)",Not available
Data Scientist,"The Data Scientist will manage congestion, reliability and trend analysis programs and evaluate leading trends and innovations in the big data arena for...",Virginia Dept of Transportation,"Richmond, VA","$72,568 - $99,000 a year"
Junior Data Scientist,"Preferred experience with data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics;...",Logistics Management Institute,"Tysons, VA",Not available
Data Scientist,"Theoretical knowledge and extensive experience with advanced analytical techniques, including data mining, machine learning, and predictive modeling....",KOCH INDUSTRIES INC,"Arlington, VA 22201 (Lyon Village area)",Not available
Software Development Engineer,"Familiarity with statistical models and data mining algorithms. The ideal candidate will work with other engineers, product managers and research scientists to...",Amazon,"New York, NY 10022 (Midtown area)","$120,000 - $135,000 a year"
MGR DATA SCIENCE AND ANALYTICS,Provide thought leadership and subject matter expertise in all aspects related to analytics and data science within pricing context....,The Home Depot,"Atlanta, GA",Not available
Manager of Business and Data Analysis,"Manage daily operations of the Data Analysis team including user support, file acquisition, global changes, and other bulk processes....",Memorial Sloan Kettering,"New York, NY",Not available
"Data Scientist, Analytics","Experience manipulating data sets through statistical software (e.g, R, SAS) or other methods. We're looking for a highly entrepreneurial Data Scientist to...",TripleLift,"New York, NY",Not available
Dir. Data Science,"Recruit, develop and motivate a high performing team of data scientists. Aspen Mesh needs a talented Director of Data Science to help us build a team and...",f5 Networks,"Boulder, CO 80304 (Central Boulder area)",Not available
Customer Facing Data Scientist,Customer Facing Data Scientists (CFDSs) are critical to making our customers successful. An ideal CFDS candidate should have strong fundamentals of applied data...,DataRobot,"New York, NY",Not available
Data Scientist - Machine Learning,"Data Scientist – Machine Learning. 5+ years of data science, machine learning, and/or deep learning experience to include model development and deployment in...",Redhorse Corporation,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",Not available
"Senior Analyst, Data Science - Predictive Modeling",Advance clinical innovation by participating in the designing and development of other applications or solutions such as visual analytics and network analytics...,Evolent Health,"Arlington, VA 22203 (Bluemont area)",Not available
Statistical Analyst,"Document all programming, data management, and decision steps to ensure reproducibility of any scientific findings....",Harvard University,"Boston, MA",Not available
Snr. Data Scientist,"We are looking for a data scientist to drive and advance us to the forefront of machine learning, natural language processing, data mining, and visualization,...",IHS Markit,"Englewood, CO",Not available
Data scientist,"Compiles, analyzes and interprets varied and complex healthcare, clinical and utilization data for Analytics department, supporting across business functions...",VillageCare,"Manhattan, NY",Not available
"Data Scientist, Analytics - Ads Foundations","Work with data engineers to architect, develop, and optimize data and modeling pipelines. We are looking for a Data Scientist who loves a technical challenge...",Facebook,"Seattle, WA 98101 (Downtown area)",Not available
Engineering R&D (Data Science) Intern 2019,"We are looking for additional highly skilled data scientists who are enthusiastic about tackling advanced analytic projects that span across commodity trading,...",Cargill,"Plymouth, MN",Not available
Data Scientist Engineer Machine Learning (HCE),"Provide data modeling, mining, pattern analysis, data visualization, and machine learning solutions to address customer needs....",Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)",Not available
Data Scientist,"Analyze data for trends and patterns, and Interpret data with a clear objective in mind. Experience with Salesforce CRM, Einstein analytics and data integration...",Elements Financial,"Indianapolis, IN",Not available
Analyst - Data Operations,"In this role, you will support the data requirements of the Data Scientists who are using analytics to achieve business outcomes including insights to...",Ford Motor Company,"Dearborn, MI 48126",Not available
Quantitative Finance Analyst,Responsible for independently conducting quantitative analytics and modeling projects. Experience with SQL or other programming language....,Bank of America,"Charlotte, NC 28255 (Wilmore area)",Not available
Senior Data Scientist,"Extract insights from data, determine the best way to convey them to other people, and develop visualizations and/or other tools for self-service of those...",Tesla,"Palo Alto, CA",Not available
NLP/Machine Learning Engineer,"The ideal candidate should be comfortable in analyzing data at scale, have experience implementing, and possess outstanding skills in statistical analysis,...",Bank of America,"Pennington, NJ 08534",Not available
"Merchant Services - Associate, Business Analysis - Field Str...","Data mining skills with applied statistics experience preferred. A key objective of this role is to develop wing to wing data analysis including gathering,...",JP Morgan Chase,"Wilmington, DE 19801",Not available
Data Scientist,"You will collaborate closely with data engineers, product managers, cross functional business units and address a wide range of challenging problems using...",Fanatics Inc.,"Tampa, FL",Not available
Dickies - Data Scientist,"5 years+ experience in data analytics, data mining and statistical analysis. Research, design and develop statistical learning models for data analysis, to...",VF Corporation,"Fort Worth, TX",Not available
Data Scientist,Responsibilities for Data Scientist. To manipulate data and draw insights from large data sets. HPE is looking for a Data Scientist who will support our Supply...,Hewlett Packard Enterprise,"Houston, TX 77070",Not available
Data Scientist,"Graduate degree in Data Science, Machine Learning, Statistics, Mathematics, Computer Science, Operations Research, Analytics, Engineering or closely related...",Cox Communications,"Atlanta, GA 30328",Not available
"Research Analyst, High Income","Headquartered inBoston, the High Income group has more than $100B in assets under management(AUM). The group’s AUM are invested“across the capital structure,”...",Fidelity Investments,"Boston, MA 02212 (Central area)",Not available
Summer Intern Biostatistics and Data Sciences Statistical Pr...,"Produce well documented validated standard and non-standard edit check and monitoring programs to support the clinical trial team to ensure the integrity,...",Boehringer Ingelheim,"Ridgefield, CT",Not available
Data Science Instructor,"You are on top of industry trends in big data, machine learning, deep learning, and AI. You are eager to shape the skills, minds, and trajectories of the newest...",General Assembly,"New York, NY",Not available
Senior Data Scientist – Artificial Intelligence Engineer,"The elite team of data scientist will work with other IBMers and client data science teams to solve problems in banking, insurance, health care, manufacturing,...",IBM,United States,Not available
RET Design Engineer / Data Scientist,"General purpose scientific applications such as MatLab, R, Mahout, Octave, Weka; Requirements gathering, functional specification, scientific programming,...",Intel,"Hillsboro, OR 97124",Not available
Data Scientist,"The applicant is expected to collaborate with other data scientists, engineers, software teams, management, and other stakeholders to conduct data wrangling /...",LOCKHEED MARTIN CORPORATION,"Rochester, NY 14623",Not available
Center for Observational Research & Data Scientist- Manager,"Make sound scientific decisions based on a balance of data, analysis and experience. Project work includes identification of appropriate data sources, execution...",Bristol-Myers Squibb,"Princeton, NJ 08540",Not available
Data Scientist,Noregon is seeking a mid-career Data Scientist with relevant real world experience to support our data analytics business....,"Noregon Systems, Inc.","Greensboro, NC 27409",Not available
Statistics & Machine Learning Summer Internships,The Science & Analytics team at Netflix is tasked with strengthening and optimizing all parts of the Netflix business through data science and analytics....,Netflix,"Los Gatos, CA",Not available
Data Scientist,We’re looking for people who genuinely love to roll up their sleeves and use data science and machine learning to solve real business problems....,Applause,"Framingham, MA 01701",Not available
Data Scientist Lead - Global Research & Data Analytics - ED,The successful candidate will apply data analytics techniques from traditional statistics to data engineering and some machine learning for banking applications...,JP Morgan Chase,"New York, NY 10179 (Midtown area)",Not available
RPA/ Machine Learning Technology,"If you require accessibility assistance applying for open positions in the US, please send an email with your request to CareersNA2@cognizant.com....",Cognizant,"Charlotte, NC",Not available
Data Scientist - Arlington,"Work with principal data scientists, product managers, and engineers to develop machine learning systems (e.g....",Snag,"Arlington, VA",Not available
Informatics and Data Science Intern,Machine learning models developed by our group have thus far been used to obtain promising representations for transcriptomic data to this end....,Allen Institute,"Seattle, WA 98109 (Westlake area)",$15 an hour
Senior Data Strategist,"Create successful data strategy and implementation plans to support making all data required for Analytics available via the AnalytX platform, making it...",BOEING,"Bellevue, WA",Not available
"Manager, Technical Operations Analytics","Partner with product managers, engineers, data scientists, and customer service teams to contribute to end-to-end product features and solutions....",Jet & The Walmart eCommerce Family of Brands,"Hoboken, NJ",Not available
Algorithm & Machine Learning Eng,"Design, develop and test optimization solutions for advertising applications Design, develop and test machine learning algorithms for predictive services...",Comcast,"New York, NY 10001 (Chelsea area)",Not available
