Title,Summary,Company,Location,Salary
Data Scientist,"Partner with developers, statisticians, and product managers to deliver timely, high-quality product data. Dear Consultant/ Recruiter....",Analyst Infotech Inc,"Toledo, OH","$100,000 - $110,000 a year"
Editorial assistant,This includes calls from coaches or statisticians offering information for publication and from customers....,BH Media Group,"Greensboro, NC 27401",Not available
ESL - 10-MONTH MIGRANT STATISTICIAN,The duties include but are not limited to: Interfaces with individuals and families from multilingual backgrounds. Enters detailed student data from multiple...,Mobile County Public Schools,"Mobile, AL 36604 (Hannon Park area)","$28,151 a year"
Senior Biostatistician,Able to function independently as lead statistician. Provide technical oversight to statisticians and programmers implementing research studies....,fhi360,"Durham, NC",Not available
Sr Statistical Analyst,"He/ she will work with statisticians, data engineers, marketing/media teams, and external vendors to deliver insights and solutions based on statistical and...",Charles Schwab,"Lone Tree, CO 80124",Not available
Database Analyst,Produce data files for further analysis by statisticians. NYU School of Medicine is one of the nation's top-ranked medical schools....,NYU Langone Health,"New York, NY 10016 (Gramercy area)",Not available
RESEARCH SPECIALIST SR,Work with AES statisticians to complete statistical analysis of experimental data. Division of Animal Science....,University of MO-Columbia,"Columbia, MO","$47,476 - $73,374 a year"
Data Manager/Statistician R18-51,"Data manager will validate and verify data collected at air quality research sites, perform simple and high level analyses of data under the direction of the...",Research Foundation for SUNY,"Albany, NY","$40,000 - $46,000 a year"
"Senior Research Investigator, Immuno-Oncology Translational...","Collaborate with other bioinformaticians, statisticians, biologists and clinicians to implement and execute bioinformatics analysis....",Bristol-Myers Squibb,"Princeton, NJ 08541",Not available
"Director, Statistics","Excited and willing to manage and mentor statisticians within a team. The Director, Statistics position is for a skilled statistician with training and...",Teva Pharmaceutical Industries Ltd.,"Frazer, PA 19355",Not available
Intern: Predictive Analytics (Deep Learning),"Our environment is extremely engaging and fast-paced, with a diverse set of top engineers, agronomists, and statisticians working together to provide the best...",The Climate Corporation,"St. Louis, MO",Not available
Intern: Field Research Scientist,"Ability to work effectively with statisticians, software engineers, scientists with modeling expertise, field research, and sensor technologies....",The Climate Corporation,"St. Louis, MO",Not available
Statistics Manager/Statistics Director,"Our statisticians have the opportunity to take part in world-class methodological research, as well as to fulfil a vital role on our multidisciplinary medicines...",GlaxoSmithKline,"Upper Providence, PA",Not available
Clinical Research Scientist,"Direct the data review and interactions with the Data Manager, Statistician, and third parties to ensure high quality data are transferred/available in a timely...",IQVIA,"Morrisville, PA",Not available
Clinical SAS Programmer,Implement analyses specified in the protocol or the Statistical Analysis Plan (SAP) while working with the project statistician....,Abbott Laboratories,"Saint Paul, MN",Not available
Biostatistician,3-5 years’ experience work as statistician in life science. ZS is the world’s largest consulting firm focused exclusively on improving business performance...,ZS Associates,"Princeton, NJ",Not available
Data Analyst - Health Informatics,"Knowledge of statistics with the ability to communicate easily with statisticians. This individual will provide expertise to acquire, manage, manipulate, and...",IPRO,"Lake Success, NY",Not available
Predictive Analyst / Sr. Predictive Analyst,"Join a world class group of statisticians, data scientists, mathematicians, and modelers on a mission to extract insights from information and put them to good...",Farmers Insurance Group,"Wilmington, DE",Not available
Research Analyst,"ManTech is multi-billion-dollar public company that provides the innovation, adaptability, and critical thinking our government needs for success in health,...",ManTech International Corporation,"Silver Spring, MD",Not available
Biostatistician,"Reviewing output from programmers and other statisticians for accuracy and interpretation. Axio Research, LLC has an immediate opening for an entry level...",Axio Research LLC,"Seattle, WA 98121 (Belltown area)","$80,000 - $100,000 a year"
IS PROGRAMMER/ANALYST I / 40 HPW / DAY / RHEUMATOLOGY,The Programmer/Data Manager’s efforts will be coordinated by a statistician who will assist with prioritization and timing of tasks....,Brigham & Women's Hospital(BWH),"Boston, MA",Not available
Project Lead Statistician - Global Medical Affairs and Data...,"Project Lead Statistician, Global Medical Affairs and Data Mining. Lead statistician on a product project team or within a Business Unit for Medical Affairs....",Sanofi,"Bridgewater, NJ",Not available
Senior Analyst- Auto Quantitative Analysis,"Across 18 offices globally, our team of more than 800 professional analysts, statisticians, economists, consultants, and experts in demographics and consumer...",J.D. Power,"Troy, MI",Not available
Sr Quantitative Finance Analyst,"Also, the QFA team discusses forecasts derived using complex, statistical models with both technical audiences, including statisticians and modelers, and non...",Bank of America,"Charlotte, NC 28255 (Wilmore area)",Not available
Biostatistician,"Serves as lead statistician for assigned projects, coordinates and monitors work assignment of other supporting Biostatisticians and programmers....",Synteract,"Morrisville, NC 27560",Not available
Intern: Data Quality,"Our environment is extremely engaging and fast-paced, with a diverse set of top engineers, agronomists, and statisticians working together to provide the best...",The Climate Corporation,"St. Louis, MO",Not available
Quantitative Researcher- Cryptocurrencies,"Akuna's Quantitative Trading and Research team is looking to add Quant Researchers to a team of mathematicians, statisticians and technologists....",Akuna Capital,"Chicago, IL 60603 (Loop area)",Not available
"Finance Manager, Supply Chain Optimization Technologies","This role will involve interacting with a cross-functional team including product managers, software engineers, economists, business intelligence engineers,...",Amazon.com,"Seattle, WA",Not available
"Senior Director, Collections Strategy and Execution","Demonstrated ability to lead and oversee analytics and scientific testing, including partnering with statisticians / modelers to develop scoring models,...",Money Mart Financial Services,"Malvern, PA 19355",Not available
Ultimate Hoops Statistician - Laguna,The Statistician assists in the execution of Ultimate Hoops Basketball League by tracking full statistics for League games. Job Duties and Responsibilities....,Life Time,"Laguna Niguel, CA 92677",Not available
Associate,"Able to work on diverse technical teams made up of mechanical engineers, biomedical engineers, electrical engineers, materials scientists, statisticians, etc....",Exponent,"Philadelphia, PA 19104 (Belmont area)",Not available
Data Strategy Analyst,"Review data with clients and statisticians using Excel, Powerpoint, data visualization tools. Is a leading global information services provider driving the...","Neustar, Inc.","New York, NY 10012 (Little Italy area)",Not available
Research Statistician,"Work closely with team leaders and lead statistician, Dr. Duties and Responsibilities....",Montana State University,"Bozeman, MT",Not available
Statistical Programmer I,"Accountable for providing Statistical Programming support for clinical trials by collaborating primarily with other statistical programmers, statisticians, and...","Pharmacyclics, an Abbvie Company","Sunnyvale, CA 94087",Not available
"Quantitative Research Internship, Summer 2019","Akuna's Quantitative Trading and Research team is looking to add Quantitative Research Interns to a team of mathematicians, statisticians and technologists for...",Akuna Capital,"Chicago, IL 60603 (Loop area)",Not available
Assistant Professor of Statistics,"The department has twenty permanent faculty members, with five statisticians whose research interests include the areas of networks, applied probability,...",Wake Forest University,"Winston-Salem, NC",Not available
Data Scientist/Informatics Analyst-Development Sciences Info...,"Work extensively with scientists, research associates and clinical scientists, statisticians and data base specialists across the company....",Genentech,"South San Francisco, CA 94080",Not available
"Director, Statistical Innovation(DSI)",Well recognized statistical and strategic leadership among statisticians and cross-functional teams. Director of Statistical Innovation (DSI) provides critical...,Amgen,"Thousand Oaks, CA 91320",Not available
Senior Scientist / Ecological Risk Assessor (Position Code:E...,"Work closely with other ecotoxicologists, exposure & ecological modelers, environmental fate scientists, statisticians, and geospatial analysis experts to...",Waterborne Environmental,"Leesburg, VA 20175",Not available
Research Scientist - Statistics Design Hub,"Knowledge of Bayesian statistics including application in trial design, modeling, simulation, computational work, and communicating results to both...",Eli Lilly,"Indianapolis, IN 46285",Not available
Medical Chart Abstractor - COPING,"Assist the Research Scientist and Statistician with preparing, cleaning and extracting data for analysis. Heluna Health invites applications for the position of...",Heluna Health,United States,Not available
Research Assistant,"Assist in the data analysis and interpretation of research findings of protocols in close collaboration with other research staff (database manager,...",Johns Hopkins University,"Baltimore, MD",$15.77 - $21.69 an hour
Data Scientist and Visual Insights Storyteller,"Clear, concise communication is essential for this role, as the Insights Storyteller will collaborate with leadership and a growing team of data scientists,...",Equifax,"Atlanta, GA 30309 (Midtown area)",Not available
Health Services Analyst,This candidate will not focus on operations research or require a statistician background. No....,Mayo Clinic,"Rochester, MN 55901",Not available
Research Scientist - Statistics - Product Development,Strong teamwork and leadership skills with future interest in supervising other statisticians. Collaborate with scientists and statisticians on applied research...,Eli Lilly,"Indianapolis, IN 46285",Not available
"ANALYST, IT - DCI","Ability to work in a complex team environment with medical personnel, clinical monitors, statisticians, and programmers....",Duke University and Duke University Health System,"Durham, NC",Not available
Statistician Mid ACADIA,Seeking a motivated Statistician to support System and Product Quality in support of NGA Integration Test & Image Quality Office (TAC) on the Acadia program....,"MHM Innovations, Inc.","Springfield, VA",Not available
Data Scientist - Business and Analytics Advisors,"(e.g., as a statistician / data scientist / scientific researcher). As a Data Scientist, you will collaborate with a multi-disciplinary team of consultants,...","World Wide Technology, Inc.",Remote,Not available
Data Engineer,"These teams typically include statisticians, computer scientists, software developers, engineers, product managers, and end users, working in concert with...",General Electric,"Houston, TX",Not available
Staff Data Scientist,"These teams typically include statisticians, computer scientists, software developers, engineers, product managers, and end users, working in concert with...",General Electric,"Evendale, OH",Not available
Senior Statistical Programmer (Sr. Associate),Works with statisticians and programming leads to ensure clear specifications for their programmed deliverables are in place....,Pfizer,"Groton, CT 06340",Not available
Senior Statistician,"By performing these duties, the Senior Statistician will work with the PI, department, sponsor, and institution to provide analytical results and guidance on...",The University of Chicago,"Chicago, IL",Not available
"Vice President, Data Science, Banking & Wealth, US","Our diverse team of experts spans actuaries, statisticians, data scientists, product leaders, strategy consultants, software engineers, delivery managers,...",Quantium,"San Francisco, CA",Not available
Psychometric Support Assistant/Research Assistant,Provide support and assistance to Psychometricians and Statisticians which includes:. Do you want to be a part of something innovative and cutting edge?...,American Institutes for Research,"Washington, DC",Not available
"data analyst, Supply Chain Advanced Analytics, SSC - Seattle...","This position partners on a cross-functional team of data scientists, statisticians, and analysts supporting strategic initiatives utilizing the latest...",Starbucks,"Seattle, WA 98133",Not available
Operations Research / Applied Statistician / Test and Evalua...,"MacAulay-Brown, Inc. (MacB), an Alion company, is looking for qualified candidates with diverse backgrounds to support Scientific Test and Analysis Techniques...","MacAulay-Brown, Inc. (MacB)","Dayton, OH",Not available
Data Analyst II - Envolve Center for Health Behavior Change,"The individual will work independently with mentoring from senior staff and statisticians, and in collaboration with other project staff....",Washington University in St. Louis,"St. Louis, MO","$44,090 - $56,238 a year"
Data Scientist/Statistician/Predictive Modeler,"DataLab USA is an award winning database marketing company that focuses on optimizing multichannel marketing solutions. Through the use of data analytics,...",DataLab USA,"Germantown, MD 20876",Not available
Data Scientist,"IntegriChain Data Scientists are part statistician, part developer, and part analyst. To boldly go where no IntegriChain data focused resource has gone....",IntegriChain,"Philadelphia, PA 19103",Not available
Business Intellig Statistician II,We currently have an opening for a Business Intelligence Statistician II in Applied Analytics . Position Summary/Career Interest....,The University of Kansas Health System,"Kansas City, KS 66160",Not available
Data Analytics Analyst—Compliance Statistician,"At Bank of the West, our people are having a positive impact on the world. We’re investing where we feel we can make the most impact, like advancing diversity...",Bank of the West,"San Ramon, CA",Not available
Research Engineer - Data Scientist - Statistics,"Communicate effectively with statisticians & non-statisticians. 3 years of relevant work experience (e.g., as a statistician / data scientist), including deep...",Hewlett Packard Enterprise,"Palo Alto, CA 94304",Not available
Senior Business Analyst,"If you're currently a business analyst, data scientist, data analyst, statistician, management consultant, investment banker, or all around data superstar,...",Jumpcut,"Los Angeles, CA","$70,000 - $90,000 a year"
STATISTICIAN,CAMRIS is seeking exceptional candidates for the Statistician positions. CAMRIS International is an international development and research firm that realizes...,Camris International,"Hamilton, MT",Not available
Junior Quantitative Trader,"Akuna's Quantitative Trading and Research team is looking to add Junior Quant Traders to a team of mathematicians, statisticians and technologists....",Akuna Capital,"Chicago, IL 60603 (Loop area)",Not available
Biostatistician II,"Act as a consultant to researchers in the Schools of Medicine, Nursing, Dentistry, and others upon request, independently and/or in collaboration with Faculty...",Indiana University,"Indianapolis, IN 46202",Not available
"Associate Director, Statistics / Location: Frazer PA","Consults, mentors, and teaches other Statisticians on statistical methodology, trial design, and data analysis strategies....",Teva Pharmaceutical Industries Ltd.,"Frazer, PA 19355",Not available
DATA SCIENTIST/ 40 HOURS/ DAYS/ BWH SLEEP MEDICINE," Excellent interpersonal and oral and written communication skills, flexibility, and ability to interact with a diverse and large research team including...",Brigham & Women's Hospital(BWH),"Boston, MA",Not available
Senior Clinical Statistical Programmer,"Document and summarize analysis results for statisticians, data engineers, and project managers. Medidata is leading the digital transformation of life sciences...",Medidata Solutions,"Iselin, NJ 08830",Not available
Analyst - Quantitative Analysis,"Across 18 offices globally, our team of more than 800 professional analysts, statisticians, economists, consultants, and experts in demographics and consumer...",J.D. Power,"Troy, MI",Not available
Assistant Professor of Statistics,Join a dynamic group of nine statisticians with varied research interests. The Department of Mathematics and Statistics at Villanova University invites...,Villanova University,"Villanova, PA",Not available
Research Scientist I - In vivo Electrophysiology,May serve as primary statistician for area. Supervise and independently perform studies to advance the goals of the principal investigator’s research projects....,Medical College of Wisconsin,"Milwaukee, WI",Not available
Research Associate - Cancer Center Statistics,"Activities will include familiarization with existing literature, deriving statistical properties analytically or numerically, writing and performing simulation...",Mayo Clinic,"Rochester, MN 55901",Not available
Special & Scientific Staff CTSI,Devotes effort to specific research grants as a collaborating statistician-investigator and supervises master's level statisticians who work on those projects....,Tufts Medical Center,"Boston, MA 02111 (Central area)",Not available
Clinical Database Programmer,"Ability to work in a team environment with data managers, data coordinators, statisticians, and programmers;...",Medpace,"Cincinnati, OH 45212 (Pleasant Ridge area)",Not available
SAS Programmer,Conducting post-hoc or exploratory statistical analysis together and with guidance from project statistician. Altria Client Services....,Altria Group,"Richmond, VA 23230",Not available
Intern: Software Engineer (Architecture),"Our environment is extremely engaging and fast-paced, with a diverse set of top engineers, agronomists, and statisticians working together to provide the best...",The Climate Corporation,"Seattle, WA",Not available
Java / C++ / Python Developers,"Developers and Statisticians versed in R or SAS also in need. If interested in pursuing any of our employment or contract opportunities, please submit your...",10Types,"Wilmington, DE",Not available
Data Science Manager,The Data Science Manger will manage a team of statisticians in research and development of new predictive models and new analytical techniques related to...,Plymouth Rock Management Company of NJ,"Woodbridge, NJ",Not available
Modeling & Simulation Scientist (Scientist 4),"We ensure the scientific and technological validity of our approaches by working closely with physicists, engineers, mathematicians, statisticians, computer...",Los Alamos National Laboratory,"Los Alamos, NM","$116,900 - $197,000 a year"
Junior Quantitative Researcher- Machine Learning,"Akuna's Quantitative Trading and Research team is looking to add Junior Quant Researchers to a team of mathematicians, statisticians and technologists....",Akuna Capital,"Boston, MA",Not available
Graduate Intern,"We are a cross-functional team of machine learning scientists/developers and statisticians who researches new, state-of-the-art AI and machine learning...",SAS Institute,"Cary, NC",Not available
Data Scientist II,Developers will hone skills in the basics of statistics/machine learning and statisticians will hone skills in programming and databases....,HCA Corporate,"Nashville, TN",Not available
Principal Biostatistician,Serves as an independent reporting statistician on data monitoring committees. Reviews statistical analyses of other statisticians and interprets results from...,BioStaff Solutions,"Blue Bell, PA",Not available
Bioinformatics Scientist,"This position will be stationed at the CBCP/MCC office in Rockville, MD, in a team research environment composed of clinicians, basic and translational research...",The Henry M. Jackson Foundation,"Rockville, MD 20852",Not available
Sr. Research Analyst,"Create and maintain programs to perform analyses and generate routine and ad hoc reports, in close consultation with investigators, statisticians and senior...",Harvard Pilgrim Health Care,"Boston, MA",Not available
Rave Engineer,"Ability to work in a team environment with data managers, medical personnel, clinical monitors, statisticians, programmers, and medical writers....",Katalyst Healthcares & Life Sciences,"South Plainfield, NJ 07080",Not available
Oncore Analyst,"Develop Electronic Case Report Forms (eCRFs) — collaborate with study team, statistician, investigator and data safety monitors to produce and revise data forms...",Virginia Commonwealth University,"Richmond, VA 23284 (The Fan area)","$45,000 - $62,000 a year"
IT Junior Analyst / Implementation Associate,Works with statistician to analyze & report results. The Junior Analyst/Implementation Associate supports program & operations initiatives to help ensure timely...,LOCKHEED MARTIN CORPORATION,"Marlborough, MA 01752",Not available
Senior Biostatistician,"If you would like to work with a team of expert statisticians, in a company run and managed by statisticians, where your skills will be valued and nurtured,...",PHASTAR,"Raleigh, NC",Not available
Professional Research Assistant - Audiologist,This role is active in disseminating data via construction of presentations and writing manuscripts and generates statistical analyses while working with study...,University of Colorado,"Aurora, CO",Not available
"Financial Analyst, Sponsored Ads","Our business team of high caliber software developers, statisticians and product managers use rigorous quantitative approaches to ensure that we target the...",Amazon.com,"Seattle, WA",Not available
Research Assistant,NORC statisticians and methodologists help understand the cognitive processes underlying respondents’ reactions to surveys;...,NORC at the University of Chicago,"Bethesda, MD",Not available
"Associate Consultant, Statistics",Statisticians are expected to work as part of a project team and to take responsibility for timely and high-quality delivery of defined tasks....,IQVIA,"Kirkland, WA",Not available
Principal Biostatistician,Discusses time estimates for completion of study related activities with the Lead Statistician or Biostatistics management and proactively communicate to the...,Syneos Health Clinical,Home Based,Not available
Clinical Data Manager,Prepare study data for analysis in 'R' statistical software package by the study statistician. Experience with preparing data for submission to senior...,New York University,"New York, NY",Not available
Clinical Data Manager,Prepare study data for analysis in 'R' statistical software package by the study statistician. Experience with preparing data for submission to senior...,New York University - Rory Meyers College of Nursi...,"New York, NY 10010 (Gramercy area)",Not available
Statistics & Data Science Lead,We are in need of a skilled statistician to support research efforts for our R&D department through multiple methods from power analyses and traditional...,AiCure,"New York, NY",Not available
"Director, Customer Analytics","Strong people management experience (preferably global), including leading analysts, workforce management, data scientists, statisticians, and engineers....",Remitly,"Seattle, WA",Not available
Associate Director (Biostatistics),"Hands-on implementation through direct interactions with statisticians. Approaches across the R&D organization (including statisticians, pharmacometricians,....",GCE Solutions,United States,Not available
Data Science (Statistician),"Work in a cross-disciplinary team of security researchers, statisticians, data scientists, and software engineers to solve complex security analytics problems....",Securonix,"Addison, TX 75001",Not available
Intern: Yield Analytics - Grower Data Modeling,"Our environment is extremely engaging and fast-paced, with a diverse set of top engineers, agronomists, and statisticians working together to provide the best...",The Climate Corporation,"Seattle, WA",Not available
"Enterprise Data Scientist, Emerging Technologies","As a technical lead candidate will be working with various cross functional teams across the enterprise such as data engineers, data scientists, statisticians,...",Travelers,"Hartford, CT 06120 (Clay Arsenal area)",Not available
"Principal Statistician, Early Clinical Development","Principal Statistician, Early Clinical Development. AstraZeneca’s Early Clinical Biometrics group are looking for a talented Principal Statistician....",AstraZeneca,"Waltham, MA 02451",Not available
Senior Research Consultant,"This is an excellent opportunity for a statistician,. 501(c)3 research, development and training organization in downtown Silver....",CPWR — The Center for Construction Research and Tr...,"Silver Spring, MD",Not available
SR STATISTICAL ANALYST,"Work with Statistician to write table specifications. At Abbott, we're committed to helping people live their best possible life through the power of health....",Abbott Laboratories,"Santa Clara, CA 95054",Not available
Postdoctoral Research Fellow – Biostatistics,"Ability to collaborate with statisticians, scientists and effectively work on multi-disciplinary teams. As a postdoctoral fellow in the Biostatistics and...",Merck USA,"Upper Gwynedd, PA",Not available
Bioinformatics and Data Science for Public Health,"Silent Spring Institute seeks a versatile bioinformatician, data scientist, machine learning expert, or statistician to tackle big data problems in...",Silent Spring Institute,"Newton, MA 02460",Not available
Senior Statistical Programmer,Work closely with project statisticians and other team members to produce analyses and summaries of the clinical trial data....,Dendreon Corporation,"Seattle, WA 98101 (Downtown area)",Not available
SENIOR/PRINCIPAL SAS PROGRAMMER,"Performs and documents programming validation of TLFs, and derived data sets created by other programmers and/or statisticians. Who We Are....","ImmunoGen, Inc.","Waltham, MA 02451",Not available
Commercial Health Business Development Lead,"Our multi-disciplinary team of policy experts, health researchers, data analysts, statisticians, and program managers have conducted many important studies of...",Mathematica Policy Research,"Princeton, NJ",Not available
Statistician/Data Scientist,About HHB Systems: HHB Systems is a small veteran owned business known for systems engineering and technical assistance on world class programs. We lead the...,HHB Systems,"Springfield, VA",Not available
Laboratory Genetic Counselor,"The Natera team consists of highly dedicated statisticians, geneticists, doctors, laboratory scientists, business professionals, software engineers and many...",Natera,Remote,Not available
Software Development Engineer,"You will be working closely with data scientists, statisticians and contributing to existing Machine Learning Models such as Hedonic model used extensively in...",Amazon.com,"Seattle, WA",Not available
Senior Research Consultant,"Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals....","MFour Mobile Research, Inc.","Irvine, CA 92612",Not available
"Sr. Analyst, Model Development",Statisticians are expected to interact with many other departments in the interest of achieving the overall company objectives....,Santander Consumer USA,"Dallas, TX",Not available
PRINCIPAL STATISTICIAN RWED,The primary responsibility of the Principal Statistician for RWED (Real World Evidence Data) is statistically analyzing real world evidence data from cancer...,Moffitt Cancer Center,"Tampa, FL 33612",Not available
"Applied AI Scientist, Adaptive Experimentation","AI Scientists are expected to work alongside with applied statisticians specializing in causal inference and experimental design, so additional experience in...",Facebook,"Menlo Park, CA",Not available
Sr. Director Biostatistics,"Lead the activities and manage external CROs and/ or statisticians, to guarantee the planned analysis are performed. Sr....",EPM SCIENTIFIC,"San Francisco, CA","$250,000 - $270,000 a year"
Resource Coord I- Outcomes Research,Support statisticians and project managers in the Center for Outcomes Research. AF - Active - Regular - Full Time....,Children's Hospital of Philadelphia,"Philadelphia, PA 19146 (Point Breeze area)",Not available
Software and Web Developer,"It is through this portion of the role in which, the Developer may also interact with a diverse network of researchers via the sharing of our open source...",Harvard University,"Boston, MA",Not available
Senior Data Analyst/ 40 Hours / Day Shift / MGH- General Med...,Provide senior statisticians with data requests and sample pull lists for Principal Investigators. Work with the study team and senior statisticians to develop...,Massachusetts General Hospital(MGH),"Boston, MA",Not available
Quantitative Finance Analyst/C++ Developer,Studying and understanding technical model documents from team of statisticians. Bank of America is looking for a highly skilled C++ developer to join the...,Bank of America,"Atlanta, GA 30308 (Old Fourth Ward area)",Not available
Senior Epidemiologist,Collaborate with professional programmers on more complex programming needs and with statisticians on more complex statistical analyses....,CSL Behring,"King of Prussia, PA",Not available
Senior Data Manager/Protocol Monitor,"Work with the study statisticians to prepare statistical and safety reports. The EMMES Corporation, established in 1977, is a privately-owned Contract Research...",EMMES,"Rockville, MD 20850",Not available
Operations Research Analyst / Statistician,We are seeking a bright and energetic operations research analyst or statistician who will be a part of a technical team developing models to study DoD...,AMERICAN SYSTEMS,"Crystal City, VA",Not available
Research Associate,"Research goals will be identified through collaboration with geneticists, oncologists, immunologists, biostatisticians, statisticians, and informaticians....",UNC-Chapel Hill,"Chapel Hill, NC",Not available
Senior Biostatistics Manager,May mentor more junior statisticians. Trains and coordinates statisticians within a project or a set of studies;...,Astellas Pharmaceuticals,"Northbrook, IL 60062",Not available
Quantitative Researcher- Machine Learning,"Akuna's Quantitative Trading and Research team is looking to add Quant Researchers to a team of mathematicians, statisticians and technologists....",Akuna Capital,"Boston, MA",Not available
Watson Health Senior Biostatistician,"Working both independently and in collaboration with scientists, engineers and other statisticians, you will provide advanced statistical and analytical...",IBM,United States,Not available
Public Health Analyst,"The Public Health Analyst will work with minimal direction and will develop or apply mathematical or statistical theory, computational techniques, algorithms,...",Bennett Aerospace Inc.,"Arlington, VA",Not available
PRINCIPAL CONSULTANT,"We are looking for someone who is just as comfortable using the left-side of the brain as the right, enjoys a challenge, relishes learning new things, and is...",Opinion Dynamics Corporation,"Boston, MA",Not available
Mid-level or Sr. Biostatistician (SAS),Biostatistician will work in the company's Product Development group as the project statistician for multiple clinical studies....,CAFHE Inc.,"Plano, TX","$100,000 - $135,000 a year"
Director of Statistical,"Serves as study statistician on phase 2, 3 and 4 studies within study teams. Duties/Responsibilites....",Guardant Health,"Redwood City, CA 94063",Not available
Xifin Billing System Support Coordinator,"The Natera team consists of highly dedicated statisticians, geneticists, doctors, laboratory scientists, business professionals, software engineers and many...",Natera,Remote,Not available
Clinical Development Leader,"This role can be based in our New York, NY (HQ) or our La Jolla, CA office. JOB SUMMARY This role is a senior leadership position within Global Product...",Pfizer,"New York, NY 10017 (Midtown area)",Not available
Assistant Professor,Writing of data analysis plans for grant applications and other statistical approaches depending on the needs of the CNRC faculty and the expertise of the...,Baylor College of Medicine,"Houston, TX",Not available
Senior Clinical Research Coordinator - EMNET,"Select appropriate samples for testing, in collaboration with PI, statistician, and other study staff. EMNet's mission is to advance public health objectives...",Massachusetts General Hospital(MGH),"Boston, MA",Not available
Senior Statistical Programmer,"As the Senior Statistical Programmer, you will work closely with colleagues (Medical, Clinical Scientists, Statisticians, Project Management, Medical Writing,...",Rakuten Aspyrian,"San Mateo, CA 94402 (Beresford area)",Not available
Senior Grants Manager,"It is comprised of over 100 statisticians, programmers, research scientists and other staff. Job Code405007 Financial Professional (N)....",Harvard University,"Boston, MA",Not available
Senior Business Intelligence Manager,"You will work with SW Developers, BI/Data Engineers, Statisticians, Economists and Research Scientists to get ahead of the biggest business challenges by...",Amazon.com,"Seattle, WA",Not available
Data Analytics Analyst—Compliance Statistician,"This position reports to the Data Analytics Manager in the CIP Fair Lending Data Analytics Team. We are seeking a qualified, creative, self-motivated...",BNP Paribas,"San Ramon, CA",Not available
Data Scientist,"The Predictive Analytics team work hand-in-hand with statisticians, epidemiologists and disease area experts across the wider global RWI team, leveraging a vast...",IQVIA,"Plymouth Meeting, PA",Not available
Clinical Research Associate,Support statisticians with computer programming tasks. Clinical Development Strategy....,DZS Clinical Services,"Bound Brook, NJ",Not available
Senior Biostatistician,"Level Biostatistician/Statistician to work as lead statistician on CSP sponsored clinical studies and multisite, randomized clinical trials....",VA Maryland Health Care System (VAMHCS),"Perry Point, MD 21902","$94,000 - $106,000 a year"
Research Assistant,"Work with the primary investigator and/or statistician to refine and prepare data sets for analysis. The McConnell Group, Inc....","The McConnell Group, Inc","Fairfield, CA",Not available
Statistician/Biostatistician III (Surgical Critical Care Ini...,Join the HJF Team! HJF is seeking a Statistician/Biostatistician III to support the Surgical Critical Care Initiative (SC2i) located at the Uniformed...,The Henry M. Jackson Foundation,"Bethesda, MD 20889",Not available
Ph.D. Statistician (Scientist 4),"Record of mentoring activities for students and early career statisticians. Statisticians, including several ASA fellows, as well as supporting personnel,...",Los Alamos National Laboratory,"Los Alamos, NM","$116,900 - $197,000 a year"
Account Support Representative,"The Natera team consists of highly dedicated statisticians, geneticists, doctors, laboratory scientists, business professionals, software engineers and many...",Natera,"Newark, NJ 07105",Not available
Sr. Data Scientist,"As a Data Scientist on the Topline team, you will collaborate directly with economists and statisticians to produce modeling solutions, you will partner with...",Amazon.com,"Seattle, WA",Not available
Medicine Institute Biostatistician,Provides independent review of project work produced by other statisticians in the department. This job will act as the lead statistician for multiple projects...,Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",Not available
Project Manager / Per Diem / Day / BWH Ariadne Labs,"As a member of the Ariadne Labs, the Project Manager will work on a broad team consisting of multiple PIs and internal and external project contributors, e.g....",Brigham & Women's Hospital(BWH),"Boston, MA",Not available
SAS Programmer - Clinical Data Management,Works in coordination with statisticians and programmer/analysts. We launched Atara Biotherapeutics in August 2012 to help patients with serious diseases and...,Atara Biotherapeutics,"Los Angeles, CA",Not available
"Associate Director, Biostatistics, Nonclinical","Pfizer's ECD Statistics is looking for a motivated and experienced statistician with a solid background in nonclinical statistics, strong consulting skills, and...",Pfizer,"Cambridge, MA",Not available
Biostatistician,"Oncology) and will work with team members on the design of clinical studies including providing statistical methodology, reviewing protocols, developing the...",SpringWorks Therapeutics,"Durham, NC",Not available
Sr. Biostatistician,This requirement may be waived for research oriented statisticians with demonstrated capabilities of developing and implementing new statistical methods....,Katalyst Healthcares & Life Sciences,"Alapocas, DE",Not available
Principal/Sr. Principal Statistician,"Principal Statistician in our Cambridge office. Principal Statistician, you will be empowered to provide statistical leadership and work in complex programs,...",Takeda Pharmaceutical,"Boston, MA",Not available
"Vice President, Oncology Sales","The Natera team consists of highly dedicated statisticians, geneticists, doctors, laboratory scientists, business professionals, software engineers and many...",Natera,Remote,Not available
Research Coordinator,Develops and maintains research databases with guidance from Principal Investigator and/or statistician. Performs data collection and data entry for studies as...,Hospital for Special Surgery,"New York, NY",Not available
Director of Data Acquisition,"Textio writers are not linguists, statisticians, or data scientists. We believe that the future of writing is knowing who will respond to anything you write...",Textio,"Seattle, WA 98104 (First Hill area)",Not available
